107.13,16.51,91.04,53.40,154.46,154.57,50.77,30.81,58.67,62.78,166.76,113.05,27.24,0.0,30.80,75.66,58.17,66.39,170.93,155.26,32.93,62.43,81.32,13.50,126.83,19.61,95.50,104.22,66.35,12.69
83.29,14.28,67.20,10.55,130.63,130.73,26.94,6.97,88.67,38.94,142.92,89.21,3.56,30.80,0.0,105.65,15.32,42.55,147.09,131.43,2.12,38.59,57.48,19.46,102.99,50.42,71.66,80.38,42.51,42.69
181.99,91.36,165.90,128.25,229.32,229.42,125.63,105.66,87.13,137.63,241.61,187.90,102.09,75.66,105.65,0.0,133.02,141.25,245.78,230.12,107.78,137.28,156.17,88.35,201.69,95.28,170.35,179.07,141.20,62.96
50.29,41.65,75.41,4.76,97.62,138.94,11.92,27.35,116.03,5.94,109.91,56.20,30.92,58.17,15.32,133.02,0.0,30.21,114.09,139.63,13.19,46.80,24.48,46.83,111.20,77.78,79.87,88.59,50.71,70.05
79.18,49.88,60.25,25.44,126.51,123.77,19.21,35.58,124.26,34.83,138.80,85.09,39.15,66.39,42.55,141.25,30.21,0.0,142.98,124,31.05,55.02,53.36,55.05,96.04,86.01,64.70,73.43,35.55,78.28
63.79,154.41,188.17,118.86,19.16,210.48,124.68,140.12,228.79,104.35,46.11,104.46,143.69,170.93,147.09,245.78,114.09,142.98,0.0,211.17,127.29,159.56,89.61,159.59,186.80,190.55,192.63,201.35,163.48,182.81
188.6,138.75,64.22,134.86,235.93,22.86,132.24,124.45,213.13,144.24,248.22,194.51,128.02,155.26,131.43,230.12,139.63,124.47,211.17,0.0,133.55,122.60,162.78,143.92,28.43,174.88,102.49,62.83,93.56,167.15
63.49,16.41,69.33,8.43,110.82,132.86,12.75,9.10,90.80,19.14,123.11,69.40,5.69,32.93,2.12,107.78,13.19,31.05,127.29,133.55,0.0,40.72,37.67,21.59,105.12,52.55,73.79,82.51,44.64,44.81
95.76,45.91,58.38,42.03,143.09,121.90,39.40,31.62,120.29,51.41,155.38,101.68,35.19,62.43,38.59,137.28,46.80,55.02,159.56,122.60,40.72,0.0,69.95,51.09,94.17,58.58,53.06,71.56,33.68,74.31
25.81,64.80,98.56,29.24,73.14,162.09,35.07,50.50,139.18,14.73,85.43,47.12,54.07,81.32,57.48,156.17,24.48,53.36,89.61,162.78,37.67,69.95,0.0,69.98,134.35,100.93,103.02,111.74,73.87,93.20
95.79,5.17,79.70,42.06,143.12,143.23,39.43,19.47,71.36,51.44,155.42,101.71,15.90,13.50,19.46,88.35,46.83,55.05,159.59,143.92,21.59,51.09,69.98,0.0,115.49,33.11,84.16,92.88,55.01,25.38
160.16,110.32,35.79,106.43,207.50,27.73,103.81,96.02,184.70,115.81,219.79,166.08,99.59,126.83,102.99,201.69,111.20,96.04,186.80,28.43,105.12,94.17,134.35,115.49,0.0,146.45,74.06,34.40,65.13,138.72
126.75,36.13,110.66,73.01,174.08,174.18,70.39,50.42,78.29,82.40,186.37,132.66,46.86,19.61,50.42,95.28,77.78,86.01,190.55,174.88,52.55,58.58,100.93,33.11,146.45,0.0,72.06,123.84,85.96,32.31
128.83,78.98,58.49,75.10,176.16,101.80,72.47,64.69,153.36,84.48,188.46,134.75,68.26,95.50,71.66,170.35,79.87,64.70,192.63,102.49,73.79,53.06,103.02,84.16,74.06,72.06,0.0,39.65,29.15,107.38
137.55,87.70,18.10,83.82,184.89,62.14,81.20,73.41,162.09,93.20,197.18,143.47,76.98,104.22,80.38,179.07,88.59,73.43,201.35,62.83,82.51,71.56,111.74,92.88,34.40,123.84,39.65,0.0,37.87,116.11
99.68,49.83,29.34,45.95,147.01,92.86,43.32,35.53,124.21,55.33,159.30,105.59,39.10,66.35,42.51,141.20,50.71,35.55,163.48,93.56,44.64,33.68,73.87,55.01,65.13,85.96,29.15,37.87,0.0,78.23
119.02,28.40,102.93,65.28,166.35,166.45,62.66,42.69,45.98,74.66,178.64,124.93,39.12,12.69,42.69,62.96,70.05,78.28,182.81,167.15,44.81,74.31,93.20,25.38,138.72,32.31,107.38,116.11,78.23,0.0
